departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
11,BOGOTA D.C.,11001,BOGOTA D.C.,TEXACO 7 DE AGOSTO,TEXACO,CARRERA 15 No.  67-49,GASOLINA CORRIENTE OXIGENADA,9120,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL BETANIA,TERPEL,CARRERA 86 A No.  52-19 SUR,BIODIESEL EXTRA,7969,1,05/01/2018 12:00:00 AM
50,META,50287,FUENTE DE ORO,ESTACION DE SERVICIO AGRICOLA No 2,BIOMAX,Carrera 14 No.15-34,BIOACEM AL 9%,8694,1,05/05/2018 12:00:00 AM
44,LA GUAJIRA,44874,VILLANUEVA,COMERCIALIZADORA DE COMBUSTIBLES Y LUBRICANTES Y EDS LOS MANGOS LIMITADA,AYATAWACOOP,CARRETERA NACIONAL KILOMETRO 22 SALIDA A VALLEDUPAR,GASOLINA CORRIENTE OXIGENADA,6658,1,05/02/2018 12:00:00 AM
15,BOYACA,15646,SAMACA,ESTACION DE SERVICIO EL PROGRESO,BIOMAX,CARRERA 2 No. 3-74,GASOLINA CORRIENTE OXIGENADA,9181,1,05/01/2018 12:00:00 AM
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,ESTACION DE SERVICIO COSTA NORTE,PUMA,Carretera Troncal Sector Nogales,BIODIESEL EXTRA,7580,1,05/05/2018 12:00:00 AM
54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,EXPENDIO DE ACPM Y LUBRICANTES EL PUENTE,COOMULPINORT,CALLE 24 B No. 18 - 162,BIODIESEL EXTRA,5980,1,05/01/2018 12:00:00 AM
08,ATLANTICO,08758,SOLEDAD,ESTACION DE SERVICIO MOBIL COPETRAN,MOBIL,CALLE 30 No. 26-209 VIA AEREOPUERTO,GASOLINA EXTRA OXIGENADA,10980,1,05/10/2018 12:00:00 AM
05,ANTIOQUIA,05579,PUERTO BERRIO,SERVISHELL,TERPEL,CALLE 42 No. 6-28 PASO NIVEL,GASOLINA EXTRA OXIGENADA,11347,1,05/02/2018 12:00:00 AM
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO TERPEL DEL RIO,TERPEL,Avenida del Rio No.29-85,BIODIESEL EXTRA,8340,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76892,YUMBO,EDS TERPEL MENGA,TERPEL,CALLE 10 No. 36 A - 160,BIODIESEL EXTRA,8310,1,05/02/2018 12:00:00 AM
50,META,50001,VILLAVICENCIO,ESTACION DE SERVICIO SERVICENTRO ESSO DEL ORIENTE OCOA,MOBIL,KM 1 VIA PERTO LOPEZ VILLAVICENCIO,GASOLINA CORRIENTE OXIGENADA,9358,1,05/01/2018 12:00:00 AM
05,ANTIOQUIA,05615,CANON DE RIO CLARO,ESTACION DE SERVICIO TERPEL TRANVIA,TERPEL,CARRERA 39A No. 62-30,BIODIESEL EXTRA,8450,1,05/02/2018 12:00:00 AM
85,CASANARE,85139,MANI,ESTACION DE SERVICIO TERRANOVA S.A.S,PETROBRAS,KILOMETRO 1 VIA A SANTA ELENA,BIODIESEL EXTRA,8680,1,05/02/2018 12:00:00 AM
23,CORDOBA,23162,CERETE,AUTOCENTRO SAN NICOLASS,MOBIL,DIAGONAL 7 TRANSVERSAL 9 VIA CERETE - CIENAGA DE ORO,GASOLINA CORRIENTE OXIGENADA,9010,1,05/02/2018 12:00:00 AM
85,CASANARE,85162,MONTERREY,ESTACION DE SERVICIO DISTRACOM MONSERRATE,TEXACO,CARRERA 1 No. 21-234,BIODIESEL EXTRA,8639,1,05/03/2018 12:00:00 AM
27,CHOCO,27245,EL CARMEN DE ATRATO,BOMBA ALGAMA,TERPEL,CALLE PRINCIPAL EL SIETE (7),BIODIESEL EXTRA,9330,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25535,PASCA,ESTACION DE SERVICIO MI TERRUÑO,PETROMIL,FINCA CAMPO ALEGRE VEREDA EL RETIRO,GASOLINA CORRIENTE OXIGENADA,9140,1,05/02/2018 12:00:00 AM
13,BOLIVAR,13688,SANTA ROSA DEL SUR,ESTACION DE SERVICIO EL EXITO,TERPEL,TRANSVERSAL 13 No.17-24,GASOLINA CORRIENTE OXIGENADA,9062,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05679,SANTA BARBARA,CENTRO DE SERVICIOS ESTACION VERSALLES,TERPEL,CARRERA 10 No. 12-115,GASOLINA CORRIENTE OXIGENADA,9010,1,05/03/2018 12:00:00 AM
44,LA GUAJIRA,44847,URIBIA,ESTACION DE SERVICIO AUTOMOTRIZ CABO DE LA VELA,DISCOWACOOP,KILOMETRO 75 MAS 775 METROS VIA CUATRO VIAS URIBIA,BIODIESEL EXTRA,6033,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76109,BUENAVENTURA,ESTACION DE SERVICIO DISTRACOM EL VELERO,TEXACO,CALLE 19 No. 68-145,GASOLINA CORRIENTE OXIGENADA,8900,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05368,JERICO,LA LAGUNA ESTACION DE SERVICIO,ZEUSS,CARRERA 7A No. 4N-193,BIODIESEL EXTRA,8680,1,05/01/2018 12:00:00 AM
25,CUNDINAMARCA,25269,FACATATIVA,ESTACION DE SERVICIO BIO GRANADINA,BIOMAX,CARRERA 2 No. 2-125,BIOACEM AL 9%,8330,1,05/02/2018 12:00:00 AM
95,GUAVIARE,95015,CALAMAR,EDS EL COMPETIDOR,OCTANO,CARRERA 8 NO. 5-11,BIODIESEL EXTRA,9050,1,04/16/2018 12:00:00 AM
20,CESAR,20295,GAMARRA,ESTACION DE SERVICIOS FLUVIAL COOTRAGAM,TERPEL,Cr. 3 No. 1b - 26 Barrio La Pesquera,GASOLINA CORRIENTE OXIGENADA,7300,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SANTA ANA DE BRITALIA,BIOMAX,DIAGONAL 56B SUR No. 85-30,GASOLINA CORRIENTE OXIGENADA,8869,1,05/03/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL BOSTON,TERPEL,CALLE 54 No. 44-35,GASOLINA EXTRA OXIGENADA,10970,1,05/02/2018 12:00:00 AM
15,BOYACA,15442,MARIPI,EDS PETROMAR MARIPI,BIOMAX,CARRERA 2 No. 4-75,BIOACEM AL 9%,9002,1,02/02/2018 12:00:00 AM
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIO LA GRAN MANZANA LTDA,TEXACO,CARRERA 15 No 16B-26,GASOLINA EXTRA OXIGENADA,11790,1,05/02/2018 12:00:00 AM
41,HUILA,41551,PITALITO,ESTACION MARLI BIOMAX,BIOMAX,CALLE 22 SUR No. 06-80,BIODIESEL EXTRA,8885,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO DISTRACOM CAMINO REAL,MOBIL,CALLE 9 No. 62-98,BIODIESEL EXTRA,8510,1,05/04/2018 12:00:00 AM
68,SANTANDER,68572,PUENTE NACIONAL,ESTACION DE SERVICIO SANTA ROSA,TEXACO,LA ESTACION - VEREDA RIO SUAREZ,BIODIESEL EXTRA,8123,1,05/04/2018 12:00:00 AM
13,BOLIVAR,13836,TURBACO,ESTACION DE SERVICIO SAN JOSE CARTAGENA,ECOS,VARIANTE TRONCAL CORDIALIDAD KILOMETRO 5 700,GASOLINA CORRIENTE OXIGENADA,8470,1,05/02/2018 12:00:00 AM
17,CALDAS,17877,VITERBO,ESTACION DE SERVICIO VITERBO,PETROMIL,CALLE 9 NO 11-56 VITERBO CALDAS,GASOLINA CORRIENTE OXIGENADA,8896,1,05/05/2018 12:00:00 AM
05,ANTIOQUIA,05154,CAUCASIA,ESTACION DE SERVICIO R Y R,TEXACO,CALLE DEL PUERTO CORREGIMIENTO CUTURU,BIODIESEL EXTRA,8630,1,04/08/2018 12:00:00 AM
52,NARIÑO,52001,SAN JUAN DE PASTO,ESTACION DE SERVICIO MORASURCO,TEXACO,CALLE 20 No. 46-14,BIODIESEL EXTRA,6730,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76892,YUMBO,ESTACION DE SERVICIOS TERPEL YUMBO,TERPEL,CALLE 16 No. 4-40,GASOLINA CORRIENTE OXIGENADA,8600,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS PETROMIL BAZAR 65,PETROMIL,AV CARRERA 30 No. 64 A 89,GASOLINA CORRIENTE OXIGENADA,8599,1,05/09/2018 12:00:00 AM
52,NARIÑO,52786,TAMINANGO,ESTACION DE SERVICIO SOL DE MAYO,BIOMAX,VIA PANAMERICANA KILÓMETRO 88 mas 0.70 DE LA VIA PASTO,GASOLINA CORRIENTE OXIGENADA,6940,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25769,SUBACHOQUE,ESTACION MOBIL SUBACHOQUE LA YE,MOBIL,DIAGONAL 1A  2-64,BIODIESEL EXTRA,8450,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO DISTRACOM GUAYABAL,TEXACO,CARRERA 52 No 11A SUR - 21,GASOLINA CORRIENTE OXIGENADA,8630,1,05/04/2018 12:00:00 AM
44,LA GUAJIRA,44378,HATONUEVO,ESTACION DE SERVICIO GRAN PARADA,AYATAWACOOP,Carretera Nacional salida a Maicao,BIODIESEL EXTRA,5000,1,05/02/2018 12:00:00 AM
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,ESTACIONDE SERVICIO VOYENGER,TERPEL,CORREGIMIENTO DEL MECAYA,BIODIESEL EXTRA,7700,1,05/01/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL LA FLORESTA,TEXACO,AVENIDA 68 No. 97-55,GASOLINA CORRIENTE OXIGENADA,9070,1,05/03/2018 12:00:00 AM
17,CALDAS,17777,SUPIA,ESTACION DE SERVICIO SERVI CENTRO EL PLAYON,TERPEL,Vereda El Playón,BIODIESEL EXTRA,8073,1,05/02/2018 12:00:00 AM
52,NARIÑO,52411,LINARES,SERVICENTRO ARBOLEDA,BIOMAX,Vereda Arboleda de Linares,GASOLINA CORRIENTE OXIGENADA,6660,1,05/02/2018 12:00:00 AM
50,META,50350,LA MACARENA,NUEVO HORIZONTE DE LA MACARENA,BIOMAX,Barrio Antonio Nariño - Puerto Paisa,BIODIESEL EXTRA,11500,1,03/14/2018 12:00:00 AM
25,CUNDINAMARCA,25807,TIBIRITA,ESTACION DE SERVICIO EL SALITRE,BIOMAX,VEREDA LOS LLANOS,GASOLINA CORRIENTE OXIGENADA,8580,1,03/06/2017 12:00:00 AM
68,SANTANDER,68276,FLORIDABLANCA,ESTACION DE SERVICIO LA PEDREGOSA,MOBIL,Carrera 33 No. 98-03,GASOLINA CORRIENTE OXIGENADA,8890,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25286,FUNZA,ESTACION DE SERVICIO DANUBIO FUNZA,BIOMAX,CALLE 15 No. 19-99,GASOLINA CORRIENTE OXIGENADA,8840,1,05/09/2018 12:00:00 AM
50,META,50568,PUERTO GAITAN,ESTACION DE SERVICIO AUTOMOTRIZ TEXACO PUERTO GAITAN,TEXACO,Diagonal 10 Nº 13 - 40,GASOLINA CORRIENTE OXIGENADA,9850,1,05/12/2018 12:00:00 AM
81,ARAUCA,81001,ARAUCA,BRISAS DEL LLANO SAS,TERPEL,kilómetro 7 Vereda Mategallina,GASOLINA CORRIENTE OXIGENADA,6350,1,05/01/2018 12:00:00 AM
25,CUNDINAMARCA,25754,SOACHA,ESTACION DE SERVICIO SERVICENTRO ESSO SOACHA,MOBIL,CARRERA 7 No. 15-96,BIOACEM AL 9%,8441,1,05/08/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO GAS COMBUSTIBLE SA GASCOM SA,TERPEL,Calle 77 No 66 - 61.,GASOLINA CORRIENTE OXIGENADA,9050,1,05/02/2018 12:00:00 AM
15,BOYACA,15599,RAMIRIQUI,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO LA GRAN VIA EU,TERPEL,Carrera 5 No.11-01,BIODIESEL EXTRA,8900,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05034,ANDES,ESTACION DE SERVICIO SUROESTE,TEXACO,KILOMETRO 5 MAS 200 VIA ANDES-MEDELLIN AREA URBANA MUNICIPIO DE ANDES,BIODIESEL EXTRA,8847,1,05/04/2018 12:00:00 AM
52,NARIÑO,52227,CUMBAL,SERVICENTRO AUTOPISTA CUMBAL,TERPEL,VEREDA GUAN CANTERIA DE CUMBAL,GASOLINA CORRIENTE OXIGENADA,6760,1,05/01/2018 12:00:00 AM
05,ANTIOQUIA,05376,LA CEJA,ESTACION DE SERVICIOS LOS CRISTALES,TERPEL,CALLE 19 CARRERA 13B  - 251,GASOLINA CORRIENTE OXIGENADA,9070,1,05/02/2018 12:00:00 AM
18,CAQUETA,18592,PUERTO RICO,EDS ROMAR,TERPEL,CALLE 5 No. 12-55 BARRIO SANTA FE,GASOLINA CORRIENTE OXIGENADA,9490,1,05/02/2018 12:00:00 AM
15,BOYACA,15109,BUENAVISTA,ESTACION DE SERVICIO LA ESTRELLA,BIOMAX,TRANSVERSAL 4 No. 2-63,BIOACEM AL 9%,8810,1,05/04/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AVENIDA 28,TERPEL,AVENIDA 28 No. 39B-67,GASOLINA EXTRA OXIGENADA,11600,1,05/02/2018 12:00:00 AM
52,NARIÑO,52835,TUMACO,GASOLINERA EL PROGRESO,BIOMAX,VEREDA BUCHELI DIAGONAL AL INPEC DE TUMACO,BIODIESEL EXTRA,6900,1,05/03/2018 12:00:00 AM
63,QUINDIO,63001,ARMENIA,ESTACION DE SERVICIO TEXACO CENTER ARMENIA,TEXACO,CARRERA 19 No. 10-00,GASOLINA CORRIENTE OXIGENADA,8980,1,05/07/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIOS BRIO LA 27,BIOMAX,CALLE 110 No. 27-20,GASOLINA CORRIENTE OXIGENADA,8640,1,05/02/2018 12:00:00 AM
23,CORDOBA,23300,COTORRA,ESTACION DE SERVICIO LA PAZ COTORRA,BIOMAX,CARRERA TRONCAL LOS GOMEZ,GASOLINA CORRIENTE OXIGENADA,9220,1,05/02/2018 12:00:00 AM
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIOS CORALES LTDA,MOBIL,Avenida de las Americas Nro  77 - 19,GASOLINA CORRIENTE OXIGENADA,8930,1,05/02/2018 12:00:00 AM
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO AVENIDA DEL RIO,ECOS,CALLE 24 No. 30B-55 BARRIO SAN PEDRO ALEJANDRINO,BIODIESEL EXTRA,7950,1,05/04/2018 12:00:00 AM
41,HUILA,41359,ISNOS,ESTACION DE SERVICIO LOS IDOLOS,TERPEL,cra 3 no 1- 32,GASOLINA CORRIENTE OXIGENADA,9660,1,05/03/2018 12:00:00 AM
68,SANTANDER,68307,GIRON,EDS TERPEL BASCULA GIRON,TERPEL,CARRERA 17A No. 60A-19 KILOMETRO 1 VIA AL PALENQUE,GASOLINA EXTRA OXIGENADA,10650,1,05/09/2018 12:00:00 AM
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,EDS EL BALCON DE LAS MARIAS SAS,PETROMIL,CARRETERA A SAN JACINTO KILOMETRO 1-741,BIODIESEL EXTRA,7637,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05250,EL BAGRE,EDS EL PARIE,TEXACO,CARRERA 49 No. 57A-33,BIODIESEL EXTRA,8940,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,SERVICENTRO ESSO SANTA MONICA,MOBIL,AVENIDA 6N No. 22-61,GASOLINA EXTRA OXIGENADA,11990,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO INVERSIONES OIL,ZEUSS,Carrera 87 C No 31A 45,GASOLINA CORRIENTE OXIGENADA,8890,1,05/04/2018 12:00:00 AM
86,PUTUMAYO,86571,PUERTO GUZMAN,SERVICENTRO EL JAUNO,TERPEL,Vereda El Jauno,BIODIESEL EXTRA,8000,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL LA 70,TEXACO,cra70#44-23,GASOLINA CORRIENTE OXIGENADA,11990,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25815,TOCAIMA,SERVITOCAIMA,TERPEL,CALLE 6 No. 17-03,GASOLINA EXTRA OXIGENADA,11520,1,05/02/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,MULTISERVICIOS,TERPEL,CALLE 32 CARRERA 10 - 110 BARRIO SAN VICENTE,GASOLINA EXTRA OXIGENADA,10400,1,05/18/2017 12:00:00 AM
52,NARIÑO,52022,ALDANA,ESTACION DE SERVICIO ALDANA,BIOMAX,VEREDA PAMBAROSA KILOMETRO 2 VIA IPIALES,GASOLINA CORRIENTE OXIGENADA,7050,1,05/05/2018 12:00:00 AM
25,CUNDINAMARCA,25339,GUTIERREZ,ESTACION DE SERVICIO CHUNTIVA,BIOMAX,CALLE 9 No. 7-48,BIOACEM AL 9%,9320,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25214,COTA,ESTACION DE SERVICIO VARIANTE COTA,TERPEL,VEREDA PUEBLO VIEJO KILOMETRO 1 VARIANTE COTA - CHIA,GASOLINA EXTRA OXIGENADA,11900,1,05/07/2018 12:00:00 AM
05,ANTIOQUIA,05887,YARUMAL,SERVICENTRO LOS YARUMOS,TERPEL,"Carretera troncal Kilómetro 1 Yarumal, Antioquia",GASOLINA EXTRA OXIGENADA,11400,1,05/01/2018 12:00:00 AM
23,CORDOBA,23417,LORICA,ESTACION DE SERVICIO TIERRALTICA SAS,PETROMIL,CORREGIMIENTO TIERRALTICA VIA LORICA CERETE,GASOLINA CORRIENTE OXIGENADA,9300,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05887,YARUMAL,ESTACION DE SERVICIO ANA MARIA,TEXACO,LA VARIANTE KILOMETRO 2 FINCA LOS PICADORES,GASOLINA EXTRA OXIGENADA,11600,1,05/01/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SOCOMBUSTIBLES S.A.S,PETROBRAS,CARRERA 2 No. 192-54,GASOLINA CORRIENTE OXIGENADA,8865,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25377,LA CALERA,ESTACION DE SERVICIO TERPEL LA CALERA,TERPEL,Avenida 2 No 6 ? 53,GASOLINA EXTRA OXIGENADA,10000,1,05/01/2018 12:00:00 AM
15,BOYACA,15755,SOCOTA,ESTACION DE SERVICIO SAN CAYETANO,BIOMAX,AVENIDA LA PLAYA Nº 8-72,BIODIESEL EXTRA,8937,1,05/05/2018 12:00:00 AM
63,QUINDIO,63001,ARMENIA,ESTACION ESTACION DE SERVICIO INVERSIONES METROPOLITANA,TEXACO,KILOMETRO 4 VIA ARMENIA LA TEBAIDA,GASOLINA CORRIENTE OXIGENADA,9000,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25312,GRANADA,EDS SAN RAIMUNDO,PUMA,PR 92 MAS 931 Y PR 93 MAS 196 VEREDA SAN RAIMUNDO,GASOLINA EXTRA OXIGENADA,12098,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25307,GIRARDOT,ESTACION DE SERVICIO LA 40,TERPEL,CARRERA 10 No. 39-136 BARRIO LA ESMERALDA,BIOACEM AL 9%,8410,1,05/05/2018 12:00:00 AM
47,MAGDALENA,47980,ZONA BANANERA,ESTACION DE SERVICIO AUTOMOTRIZ SAN CARLOS GRAN VIA,ECOS,TRANSVERSAL 9 N. 9-33,GASOLINA CORRIENTE OXIGENADA,8900,1,05/03/2018 12:00:00 AM
13,BOLIVAR,13001,CARTAGENA DE INDIAS,EDS LA LLAVE DE ORO AUTOMOTRIZ,BIOMAX,CARRERA VARIANTE POZON - POLICARPA BOMBA 2 P 1 LOCAL 2,GASOLINA CORRIENTE OXIGENADA,8880,1,05/09/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO GASXI 76,TERPEL,CARRERA 46 NO. 76-05,BIODIESEL EXTRA,8060,1,05/04/2018 12:00:00 AM
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO 29 DE AGOSTO,BIOMAX,BARRIO EL PARAISO,BIODIESEL EXTRA,6500,1,10/11/2017 12:00:00 AM
25,CUNDINAMARCA,25740,SIBATE,EDS AUTOSUR,PETROBRAS,AUTOPISTA SUR KILOMETRO 17 VIA BOGOTA,BIODIESEL EXTRA,8370,1,05/04/2018 12:00:00 AM
85,CASANARE,85250,PAZ DE ARIPORO,ESTACION DE SERVICIO LAS FERIAS DEL NORTE,TERPEL,Carrera 11 No 4-52,GASOLINA CORRIENTE OXIGENADA,9360,1,05/04/2018 12:00:00 AM
54,NORTE DE SANTANDER,54245,EL CARMEN,ESTACION DE SERVICIO LOS KIOSKOS,COOMULPINORT,VEREDA EL HOYO. ZONA MARACAIBO,GASOLINA CORRIENTE OXIGENADA,6507,1,05/01/2018 12:00:00 AM
05,ANTIOQUIA,05585,PUERTO NARE,ESTACION DE SERVICIO LOS LAGOS DEL NARE,TERPEL,CARRERA 4 11 236,BIODIESEL EXTRA,8440,1,05/05/2018 12:00:00 AM
76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO EL CAÑADUZAL,MOBIL,CARRERA 24A No. 1DN-04,GASOLINA CORRIENTE OXIGENADA,8976,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76109,BUENAVENTURA,ESTACION DE SERVICIO CENTRACAR,TERPEL,VARIANTE ALTERNA INTERNA KILOMETRO 14 VIA ALTERNA - INTERNA BUENAVENTURA - CALI MARGEN IZQUIERDA LOTE No UGO 2-3,GASOLINA EXTRA OXIGENADA,11000,1,05/07/2018 12:00:00 AM
20,CESAR,20178,CHIRIGUANA,ESTACION DE SERVICIO ANEDSEMA,PETROMIL,KM 8 CRUCE CHIRIGUANA CRT VIA AL MAR,GASOLINA CORRIENTE OXIGENADA,7180,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05837,TURBO,ESTACION DE SERVICIO AUTOMOTRIZ EL TRES,ZEUSS,CRR 30 18-60 CORR EL TRES,GASOLINA CORRIENTE OXIGENADA,9130,1,05/11/2018 12:00:00 AM
13,BOLIVAR,13001,CARTAGENA DE INDIAS,ESTACION DE SERVICIOS COMBUSTIBLES SAN ANTONIO SAS,PETROMIL,TRANSVERSAL 54 No. 23A-120 BOSQUE SECTOR SAN ISISDRO,BIODIESEL EXTRA,8385,1,05/02/2018 12:00:00 AM
50,META,50313,GRANADA,ESTACION DE SERVICIO DISTRACOM LA ENCRUCIJADA,BIOMAX,KILOMETRO 2 VIA SAN MARTIN,GASOLINA CORRIENTE OXIGENADA,8129,1,08/06/2016 12:00:00 AM
20,CESAR,20060,BOSCONIA,ESTACION DE SERVICIO AUTOMOTRIZ EL RUBI,TERPEL,Cra 18  No. 20-67,BIODIESEL EXTRA,7620,1,05/02/2018 12:00:00 AM
52,NARIÑO,52079,BARBACOAS,COMBUSTIBLES EL 15 DE AGOSTO,PETROMIL,La Ilusión Vereda Santa Rosa,GASOLINA CORRIENTE OXIGENADA,6950,1,10/10/2017 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SAN MIGUEL DEL NORTE,BIOMAX,CALLE 130 No. 45-34,BIODIESEL EXTRA,8160,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,COMERCIALIZADORA MARTINEZ ACOSTA MONTOYA SAS,TERPEL,CALLE 54 No. 42B-04,GASOLINA CORRIENTE OXIGENADA,8850,1,05/03/2018 12:00:00 AM
47,MAGDALENA,47001,SANTA MARTA,EDS ZUCA SUCOSERVICIOS,PETROMIL,AUT 7 VIA A GAIRA,GASOLINA CORRIENTE OXIGENADA,7800,1,09/22/2017 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO COMERCIALIZADORA DE BIENES Y SERVICIOS CBYS SA - BETCO,ESSO,Avenida Boyaca Nº 15 - 69,BIODIESEL EXTRA,8040,1,05/02/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ MONTERREY,ECOS,CARRERA 21B No. 65C-21,GASOLINA EXTRA OXIGENADA,10820,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44874,VILLANUEVA,ESTACION DE SERVICIO SAN RAFAEL,AYATAWACOOP,CALLE 14 No.18-61 BRR 11 DE JUNIO,GASOLINA CORRIENTE OXIGENADA,6000,1,05/02/2018 12:00:00 AM
73,TOLIMA,73347,HERVEO,EDS EL CABLE,BIOMAX,BARRIO LA PUNTA AVENIDA EL CABLE,GASOLINA CORRIENTE OXIGENADA,9100,1,05/08/2018 12:00:00 AM
41,HUILA,41524,PALERMO,ESTACION DE SERVICIO EL BOSQUE PALERMO,TERPEL,CARRERA 5 No. 13-02,BIODIESEL EXTRA,8805,1,05/07/2018 12:00:00 AM
47,MAGDALENA,47189,CIENAGA,ESTACION DE SERVICIO AUTOMOTRIZ EL GIRASOL,ESSO,CARRETERA TRONCAL DEL CARIBE YE DE CIENAGA,GASOLINA CORRIENTE OXIGENADA,8580,1,05/10/2018 12:00:00 AM
54,NORTE DE SANTANDER,54003,ABREGO,ESTACION DE SERVICIOS LAS TAMACAS,TERPEL,Cra 6  No. 5-78 Barrio La Piñuela,GASOLINA CORRIENTE OXIGENADA,6700,1,05/09/2018 12:00:00 AM
25,CUNDINAMARCA,25175,CHIA,ESTACIÓN DE SERVICIO TERPEL AVENIDA PRADILLA,TERPEL,AVENIDA PRADILLA No. 1 A - 84,GASOLINA EXTRA OXIGENADA,11886,1,05/04/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO SAVE BARRANQUILLA,TEXACO,CALLE 30 No. 20-189,BIODIESEL EXTRA,8224,1,05/02/2018 12:00:00 AM
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIO UNIVILLA,TEXACO,avenida 30 de agosto con calle 94 esquina,GASOLINA CORRIENTE OXIGENADA,9050,1,05/07/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO LA RENOVACION,TEXACO,CALLE 45 No. 7H-42,BIODIESEL EXTRA,8243,1,05/02/2018 12:00:00 AM
52,NARIÑO,52390,LA TOLA,ESTACION DE SERVICIO LA TOLA,BIOMAX,ZONA RURAL DE LA TOLA,BIODIESEL EXTRA,7343,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ESSO MAKO,BIOMAX,CARRERA 7 No. 121-09,BIOACEM AL 9%,8750,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25473,MOSQUERA,ESTACION DE SERVICIO DISTRACOM QUITO 2000,PETROBRAS,KILOMETRO 7 VIA BOGOTA  - MOSQUERA,BIOACEM AL 9%,8100,1,05/04/2018 12:00:00 AM
